COD_CURSO,NOME_UNIDADE,NUM_VERSAO,DESCR_ESTRUTURA,COD_DISCIPLINA,NOME_DISCIPLINA,COD_PRE_REQ,NOME_PRE_REQ,TIPO_REQUISITO,NUM_REFERENCIA,ITEM_TABELA,ID_ESTRUTURA_CUR,PERIODO_IDEAL
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CM045,Geometria Analítica,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CM005,Álgebra Linear,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI166,Metodologia Científica,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI164,Introdução à Computação Científica,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI166,Metodologia Científica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CM005,Álgebra Linear,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CM045,Geometria Analítica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI165,Análise de Algoritmos,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI166,Metodologia Científica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CM005,Álgebra Linear,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CM045,Geometria Analítica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI209,INTELIGENCIA ARTIFICIAL,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,2
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI166,Metodologia Científica,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CM005,Álgebra Linear,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CM045,Geometria Analítica,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI211,CONSTRUCAO DE COMPILADORES,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,3
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CM005,Álgebra Linear,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CM045,Geometria Analítica,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI215,SISTEMAS OPERACIONAIS,CI166,Metodologia Científica,Disciplina,,1,7406,4
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CM005,Álgebra Linear,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CM045,Geometria Analítica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI166,Metodologia Científica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI218,SISTEMAS DE BANCOS DE DADOS,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI166,Metodologia Científica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CM005,Álgebra Linear,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CM045,Geometria Analítica,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI220,TEORIA DE SISTEMAS,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,6
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CM202,CALCULO DIFERENCIAL E INTEGRAL II,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CM045,Geometria Analítica,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CM005,Álgebra Linear,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI166,Metodologia Científica,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI064,SOFTWARE BASICO I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI057,ALGORITMOS E ESTRUTURAS DE DADOS III,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI056,ALGORITMOS E ESTRUTURAS DE DADOS II,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI221,ENGENHARIA DE SOFTWARE,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,Disciplina,,1,7406,7
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CI237,MATEMATICA DISCRETA,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,3
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CM005,Álgebra Linear,CM045,Geometria Analítica,Disciplina,,1,7406,2
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,CM202,CALCULO DIFERENCIAL E INTEGRAL II,CM201,CALCULO DIFERENCIAL E INTEGRAL I,Disciplina,,1,7406,2
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI067,OFICINA DE COMPUTACAO,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI068,CIRCUITOS LOGICOS,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI166,Metodologia Científica,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI210,PROJETOS DIGITAIS E MICROPROCESSADORES,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI212,ORGANIZACAO E ARQUIT DE COMPUTADORES,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CI237,MATEMATICA DISCRETA,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CM005,Álgebra Linear,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CM045,Geometria Analítica,Disciplina,,1,7406,5
21A,Curso de Ciência da Computação - Bacharelado,2011,Obrigatórias,SA214,INTRODUCAO A TEORIA GERAL DA ADMINISTRACAO,CM046,INTRODUCAO A ALGEBRA,Disciplina,,1,7406,5
